06:37:13,88,28
06:47:13,53,15
06:57:13,83,22
07:07:13,10,10
07:17:13,80,22
07:27:13,70,27
07:37:13,78,24
07:47:13,11,23
07:57:13,30,19
08:07:13,11,10
08:17:13,19,28
08:27:13,10,18
08:37:13,48,26
08:47:13,66,25
08:57:13,85,19
09:07:13,18,11
09:17:13,2,18
09:27:13,99,20
09:37:13,56,26
09:47:13,32,15
09:57:13,61,18
10:07:13,72,26
10:17:13,68,19
10:27:13,69,28
10:37:13,7,20
10:47:13,85,28
10:57:13,65,28
11:07:13,73,28
11:17:13,93,14
11:27:13,15,28
11:37:13,60,19
11:47:13,69,28
11:57:13,49,10
12:07:13,24,17
12:17:13,24,18
12:27:13,55,26
12:37:13,42,26
12:47:13,75,29
12:57:13,3,16
13:07:13,25,15
13:17:13,47,19
13:27:13,89,14
13:37:13,56,13
13:47:13,56,21
13:57:13,11,21
14:07:13,29,19
14:17:13,31,27
14:27:13,19,24
14:37:13,41,25
14:47:13,15,24
14:57:13,71,30
15:07:13,12,12
15:17:13,33,25
15:27:13,24,28
15:37:13,70,23
15:47:13,32,22
15:57:13,62,26
16:07:13,68,11
16:17:13,51,13
16:27:13,94,18
16:37:13,84,27
16:47:13,9,19
16:57:13,4,20
17:07:13,74,21
17:17:13,81,12
17:27:13,26,15
17:37:13,93,24
17:47:13,66,30
17:57:13,74,25
18:07:13,64,14
18:17:13,0,26
18:27:13,19,21
18:37:13,15,16
18:47:13,28,18
18:57:13,79,14
19:07:13,10,22
19:17:13,41,10
19:27:13,60,26
19:37:13,59,19
19:47:13,85,22
19:57:13,94,19
20:07:13,61,26
20:17:13,96,28
20:27:13,43,24
20:37:13,95,12
20:47:13,84,27
20:57:13,57,12
21:07:13,87,22
21:17:13,47,28
21:27:13,100,12
21:37:13,8,18
21:47:13,62,24
21:57:13,76,28
22:07:13,63,30
22:17:13,83,12
22:27:13,23,24
22:37:13,39,21
22:47:13,77,23
22:57:13,91,12
23:07:13,33,21
