06:37:13,9,14
06:47:13,79,23
06:57:13,40,21
07:07:13,53,18
07:17:13,52,28
07:27:13,15,26
07:37:13,56,12
07:47:13,64,19
07:57:13,61,29
08:07:13,35,28
08:17:13,90,23
08:27:13,1,26
08:37:13,55,24
08:47:13,31,24
08:57:13,16,28
09:07:13,62,16
09:17:13,1,20
09:27:13,16,29
09:37:13,90,24
09:47:13,60,11
09:57:13,74,25
10:07:13,39,26
10:17:13,44,17
10:27:13,47,10
10:37:13,93,15
10:47:13,42,23
10:57:13,24,25
11:07:13,17,30
11:17:13,14,27
11:27:13,15,30
11:37:13,56,22
11:47:13,86,27
11:57:13,32,15
12:07:13,97,27
12:17:13,58,30
12:27:13,54,22
12:37:13,94,18
12:47:13,29,28
12:57:13,55,26
13:07:13,79,26
13:17:13,39,23
13:27:13,93,12
13:37:13,18,16
13:47:13,97,24
13:57:13,62,30
14:07:13,74,12
14:17:13,36,21
14:27:13,34,25
14:37:13,97,17
14:47:13,24,15
14:57:13,84,17
15:07:13,27,17
15:17:13,98,19
15:27:13,40,20
15:37:13,26,24
15:47:13,88,11
15:57:13,82,18
16:07:13,72,13
16:17:13,17,13
16:27:13,47,19
16:37:13,88,13
16:47:13,55,22
16:57:13,83,20
17:07:13,80,22
17:17:13,24,10
17:27:13,60,23
17:37:13,34,19
17:47:13,48,25
17:57:13,48,17
18:07:13,11,10
18:17:13,4,13
18:27:13,21,19
18:37:13,24,14
18:47:13,1,17
18:57:13,23,29
19:07:13,90,14
19:17:13,96,21
19:27:13,7,25
19:37:13,21,24
19:47:13,31,11
19:57:13,8,10
20:07:13,64,13
20:17:13,4,22
20:27:13,69,18
20:37:13,98,13
20:47:13,96,17
20:57:13,26,11
21:07:13,2,11
21:17:13,68,17
21:27:13,15,20
21:37:13,99,20
21:47:13,54,29
21:57:13,3,28
22:07:13,28,16
22:17:13,33,10
22:27:13,36,21
22:37:13,96,21
22:47:13,76,22
22:57:13,22,24
23:07:13,89,24
