06:37:13,82,28
06:47:13,1,26
06:57:13,0,19
07:07:13,28,21
07:17:13,8,17
07:27:13,6,30
07:37:13,48,14
07:47:13,92,15
07:57:13,68,15
08:07:13,71,19
08:17:13,85,29
08:27:13,35,24
08:37:13,50,28
08:47:13,61,27
08:57:13,37,28
09:07:13,85,22
09:17:13,45,28
09:27:13,40,16
09:37:13,16,13
09:47:13,18,24
09:57:13,83,18
10:07:13,79,14
10:17:13,32,22
10:27:13,29,28
10:37:13,41,17
10:47:13,40,19
10:57:13,4,12
11:07:13,15,10
11:17:13,95,14
11:27:13,34,28
11:37:13,76,12
11:47:13,35,18
11:57:13,93,11
12:07:13,24,17
12:17:13,71,18
12:27:13,51,25
12:37:13,26,15
12:47:13,58,24
12:57:13,17,15
13:07:13,51,15
13:17:13,11,29
13:27:13,99,30
13:37:13,20,26
13:47:13,36,13
13:57:13,14,26
14:07:13,73,14
14:17:13,34,21
14:27:13,18,10
14:37:13,30,11
14:47:13,70,24
14:57:13,31,22
15:07:13,60,10
15:17:13,80,20
15:27:13,4,25
15:37:13,65,26
15:47:13,63,29
15:57:13,48,21
16:07:13,82,10
16:17:13,20,20
16:27:13,34,26
16:37:13,40,27
16:47:13,78,16
16:57:13,83,26
17:07:13,42,24
17:17:13,50,23
17:27:13,25,10
17:37:13,97,29
17:47:13,40,17
17:57:13,42,29
18:07:13,15,28
18:17:13,34,10
18:27:13,59,21
18:37:13,36,20
18:47:13,54,13
18:57:13,59,19
19:07:13,41,30
19:17:13,33,25
19:27:13,21,27
19:37:13,64,29
19:47:13,94,11
19:57:13,7,30
20:07:13,54,23
20:17:13,36,13
20:27:13,36,28
20:37:13,1,23
20:47:13,6,30
20:57:13,35,23
21:07:13,72,28
21:17:13,2,10
21:27:13,51,28
21:37:13,87,16
21:47:13,67,21
21:57:13,30,11
22:07:13,1,16
22:17:13,91,29
22:27:13,31,28
22:37:13,21,18
22:47:13,76,21
22:57:13,14,26
23:07:13,50,21
