06:37:13,2,23
06:47:13,44,11
06:57:13,34,28
07:07:13,40,13
07:17:13,40,29
07:27:13,52,10
07:37:13,67,21
07:47:13,3,26
07:57:13,59,22
08:07:13,0,19
08:17:13,47,10
08:27:13,22,12
08:37:13,21,21
08:47:13,62,20
08:57:13,38,10
09:07:13,16,18
09:17:13,2,27
09:27:13,60,14
09:37:13,33,27
09:47:13,73,11
09:57:13,60,20
10:07:13,72,29
10:17:13,33,29
10:27:13,99,24
10:37:13,15,30
10:47:13,26,18
10:57:13,46,28
11:07:13,25,21
11:17:13,52,23
11:27:13,24,15
11:37:13,75,21
11:47:13,70,19
11:57:13,97,23
12:07:13,88,13
12:17:13,83,28
12:27:13,53,24
12:37:13,63,19
12:47:13,61,10
12:57:13,59,24
13:07:13,9,21
13:17:13,47,17
13:27:13,59,16
13:37:13,78,11
13:47:13,55,14
13:57:13,55,29
14:07:13,28,29
14:17:13,59,12
14:27:13,31,25
14:37:13,42,30
14:47:13,4,21
14:57:13,12,21
15:07:13,45,15
15:17:13,24,21
15:27:13,30,30
15:37:13,34,29
15:47:13,41,14
15:57:13,17,15
16:07:13,94,13
16:17:13,32,22
16:27:13,64,12
16:37:13,32,16
16:47:13,43,18
16:57:13,37,18
17:07:13,80,11
17:17:13,76,22
17:27:13,80,11
17:37:13,58,17
17:47:13,45,29
17:57:13,18,22
18:07:13,18,15
18:17:13,30,26
18:27:13,75,25
18:37:13,62,10
18:47:13,99,19
18:57:13,57,26
19:07:13,5,14
19:17:13,70,13
19:27:13,89,20
19:37:13,11,24
19:47:13,22,16
19:57:13,23,23
20:07:13,13,24
20:17:13,58,11
20:27:13,39,20
20:37:13,87,15
20:47:13,91,10
20:57:13,64,13
21:07:13,95,15
21:17:13,82,20
21:27:13,10,13
21:37:13,22,25
21:47:13,71,25
21:57:13,92,25
22:07:13,34,16
22:17:13,43,12
22:27:13,35,22
22:37:13,9,23
22:47:13,70,15
22:57:13,15,13
23:07:13,89,15
