06:37:13,53,19
06:47:13,13,23
06:57:13,8,29
07:07:13,29,24
07:17:13,98,11
07:27:13,8,15
07:37:13,4,10
07:47:13,40,28
07:57:13,100,23
08:07:13,74,22
08:17:13,72,26
08:27:13,8,18
08:37:13,45,11
08:47:13,0,12
08:57:13,53,28
09:07:13,67,22
09:17:13,78,16
09:27:13,6,26
09:37:13,14,13
09:47:13,90,27
09:57:13,95,20
10:07:13,38,26
10:17:13,79,17
10:27:13,14,30
10:37:13,10,15
10:47:13,60,25
10:57:13,30,12
11:07:13,73,26
11:17:13,8,28
11:27:13,38,10
11:37:13,72,29
11:47:13,15,16
11:57:13,95,12
12:07:13,54,22
12:17:13,11,28
12:27:13,42,24
12:37:13,48,24
12:47:13,34,27
12:57:13,13,14
13:07:13,45,11
13:17:13,83,11
13:27:13,34,12
13:37:13,1,23
13:47:13,16,24
13:57:13,5,14
14:07:13,24,11
14:17:13,55,26
14:27:13,8,30
14:37:13,1,27
14:47:13,19,26
14:57:13,35,12
15:07:13,69,16
15:17:13,77,21
15:27:13,34,28
15:37:13,49,26
15:47:13,85,22
15:57:13,87,23
16:07:13,76,18
16:17:13,58,21
16:27:13,22,20
16:37:13,77,14
16:47:13,15,22
16:57:13,12,18
17:07:13,40,10
17:17:13,100,13
17:27:13,5,22
17:37:13,85,15
17:47:13,17,16
17:57:13,33,23
18:07:13,33,13
18:17:13,65,11
18:27:13,82,19
18:37:13,19,16
18:47:13,45,29
18:57:13,13,29
19:07:13,43,21
19:17:13,17,21
19:27:13,30,21
19:37:13,84,11
19:47:13,12,11
19:57:13,10,17
20:07:13,63,22
20:17:13,56,14
20:27:13,60,30
20:37:13,89,29
20:47:13,27,18
20:57:13,51,11
21:07:13,91,29
21:17:13,26,10
21:27:13,94,22
21:37:13,96,18
21:47:13,56,19
21:57:13,7,25
22:07:13,63,23
22:17:13,37,11
22:27:13,21,22
22:37:13,9,27
22:47:13,59,11
22:57:13,70,12
23:07:13,99,17
