06:37:13,3,19
06:47:13,43,16
06:57:13,40,15
07:07:13,35,22
07:17:13,36,17
07:27:13,17,15
07:37:13,53,27
07:47:13,97,20
07:57:13,82,24
08:07:13,35,15
08:17:13,35,22
08:27:13,68,21
08:37:13,60,26
08:47:13,4,19
08:57:13,56,17
09:07:13,55,20
09:17:13,20,26
09:27:13,52,22
09:37:13,27,18
09:47:13,12,22
09:57:13,12,21
10:07:13,100,27
10:17:13,42,19
10:27:13,10,19
10:37:13,94,18
10:47:13,45,27
10:57:13,11,26
11:07:13,69,10
11:17:13,79,30
11:27:13,8,17
11:37:13,62,20
11:47:13,59,11
11:57:13,79,18
12:07:13,42,20
12:17:13,77,19
12:27:13,86,30
12:37:13,1,23
12:47:13,3,30
12:57:13,33,20
13:07:13,90,11
13:17:13,80,24
13:27:13,74,19
13:37:13,59,25
13:47:13,66,13
13:57:13,49,13
14:07:13,3,22
14:17:13,8,17
14:27:13,43,14
14:37:13,4,16
14:47:13,25,28
14:57:13,86,12
15:07:13,37,21
15:17:13,82,14
15:27:13,73,16
15:37:13,77,12
15:47:13,75,22
15:57:13,47,28
16:07:13,91,11
16:17:13,18,30
16:27:13,85,21
16:37:13,41,12
16:47:13,13,14
16:57:13,7,11
17:07:13,55,11
17:17:13,5,11
17:27:13,1,22
17:37:13,92,22
17:47:13,5,21
17:57:13,11,30
18:07:13,20,11
18:17:13,86,25
18:27:13,67,19
18:37:13,12,30
18:47:13,60,30
18:57:13,94,23
19:07:13,54,14
19:17:13,19,30
19:27:13,71,27
19:37:13,44,24
19:47:13,95,22
19:57:13,35,23
20:07:13,0,17
20:17:13,53,21
20:27:13,42,14
20:37:13,76,15
20:47:13,44,14
20:57:13,63,26
21:07:13,27,14
21:17:13,8,17
21:27:13,19,12
21:37:13,55,11
21:47:13,17,27
21:57:13,5,18
22:07:13,56,28
22:17:13,22,14
22:27:13,12,15
22:37:13,58,23
22:47:13,68,28
22:57:13,18,17
23:07:13,96,25
