06:37:13,50,10
06:47:13,83,26
06:57:13,82,14
07:07:13,23,27
07:17:13,67,24
07:27:13,96,17
07:37:13,45,27
07:47:13,87,26
07:57:13,46,25
08:07:13,26,18
08:17:13,29,25
08:27:13,69,23
08:37:13,4,19
08:47:13,32,19
08:57:13,73,29
09:07:13,98,27
09:17:13,16,29
09:27:13,73,23
09:37:13,56,27
09:47:13,16,11
09:57:13,97,16
10:07:13,11,20
10:17:13,30,28
10:27:13,11,22
10:37:13,1,28
10:47:13,58,18
10:57:13,41,19
11:07:13,25,27
11:17:13,84,15
11:27:13,43,28
11:37:13,93,16
11:47:13,84,13
11:57:13,76,23
12:07:13,79,17
12:17:13,82,15
12:27:13,72,18
12:37:13,75,13
12:47:13,6,15
12:57:13,47,14
13:07:13,23,26
13:17:13,87,13
13:27:13,44,18
13:37:13,93,11
13:47:13,62,11
13:57:13,82,15
14:07:13,99,29
14:17:13,52,15
14:27:13,59,18
14:37:13,31,17
14:47:13,61,10
14:57:13,4,11
15:07:13,80,12
15:17:13,40,26
15:27:13,26,15
15:37:13,75,22
15:47:13,78,17
15:57:13,82,16
16:07:13,31,27
16:17:13,51,14
16:27:13,58,19
16:37:13,39,29
16:47:13,66,19
16:57:13,98,15
17:07:13,6,14
17:17:13,6,23
17:27:13,9,25
17:37:13,96,14
17:47:13,82,10
17:57:13,37,28
18:07:13,100,19
18:17:13,76,11
18:27:13,79,15
18:37:13,40,11
18:47:13,84,17
18:57:13,36,24
19:07:13,70,30
19:17:13,70,16
19:27:13,43,19
19:37:13,98,26
19:47:13,58,12
19:57:13,8,28
20:07:13,26,25
20:17:13,15,29
20:27:13,48,27
20:37:13,20,22
20:47:13,55,16
20:57:13,47,14
21:07:13,53,29
21:17:13,61,25
21:27:13,73,18
21:37:13,27,25
21:47:13,30,22
21:57:13,100,29
22:07:13,8,29
22:17:13,31,30
22:27:13,83,26
22:37:13,9,24
22:47:13,83,10
22:57:13,53,30
23:07:13,17,29
