06:37:13,37,14
06:47:13,45,16
06:57:13,0,27
07:07:13,40,25
07:17:13,49,14
07:27:13,47,27
07:37:13,80,16
07:47:13,100,13
07:57:13,54,18
08:07:13,33,11
08:17:13,2,10
08:27:13,10,30
08:37:13,98,11
08:47:13,65,17
08:57:13,31,22
09:07:13,47,10
09:17:13,67,13
09:27:13,22,21
09:37:13,1,20
09:47:13,19,25
09:57:13,84,25
10:07:13,37,20
10:17:13,20,17
10:27:13,25,26
10:37:13,35,29
10:47:13,68,25
10:57:13,45,29
11:07:13,44,18
11:17:13,40,26
11:27:13,75,16
11:37:13,17,14
11:47:13,88,17
11:57:13,85,18
12:07:13,45,13
12:17:13,59,28
12:27:13,58,22
12:37:13,5,12
12:47:13,43,23
12:57:13,35,28
13:07:13,22,20
13:17:13,32,22
13:27:13,19,20
13:37:13,35,22
13:47:13,59,22
13:57:13,70,28
14:07:13,7,11
14:17:13,36,24
14:27:13,65,10
14:37:13,73,29
14:47:13,81,19
14:57:13,34,14
15:07:13,59,28
15:17:13,71,17
15:27:13,78,20
15:37:13,7,23
15:47:13,69,10
15:57:13,85,14
16:07:13,0,29
16:17:13,32,29
16:27:13,96,16
16:37:13,47,11
16:47:13,12,28
16:57:13,33,27
17:07:13,38,28
17:17:13,55,24
17:27:13,57,20
17:37:13,11,10
17:47:13,49,30
17:57:13,71,30
18:07:13,62,28
18:17:13,21,20
18:27:13,68,22
18:37:13,12,27
18:47:13,2,18
18:57:13,29,21
19:07:13,91,16
19:17:13,90,10
19:27:13,43,20
19:37:13,99,16
19:47:13,23,11
19:57:13,27,30
20:07:13,69,21
20:17:13,94,29
20:27:13,79,11
20:37:13,3,25
20:47:13,22,17
20:57:13,26,10
21:07:13,75,20
21:17:13,38,26
21:27:13,26,20
21:37:13,28,20
21:47:13,33,29
21:57:13,53,19
22:07:13,25,27
22:17:13,95,17
22:27:13,50,26
22:37:13,93,26
22:47:13,31,23
22:57:13,69,25
23:07:13,35,30
